"ID" "Region" "Type" "Afterschool" "Afterschool_time" "Tutoring_time" "Tutoring_amount" "Korean" "English" "Mathematics" "Computer" "Sex" "Nchildren" "Income" "Major"
375 3 1 1 1.666667 0 0 0 0 0 0 2 2 7 11
376 2 1 2 0 8 294.232481 0 294.232481 0 0 1 2 5 11
377 2 1 2 0 16 710.081053 109.846793 270.693882 329.540378 0 1 3 8 9
378 3 1 2 0 4 299.833313 0 0 299.833313 0 2 2 5 4
379 3 1 1 2.666667 9.666667 759.577726 79.95555 299.833313 299.833313 0 1 2 7 10
380 2 1 1 1.666667 12 1176.929923 353.078977 353.078977 117.692992 0 1 1 4 9
381 1 1 2 0 0 0 0 0 0 0 1 2 5 4
382 1 1 2 0 0 0 0 0 0 0 2 2 4 11
383 2 2 2 0 0 0 0 0 0 0 2 4 1 2
384 2 1 2 0 9 706.157954 0 353.078977 353.078977 0 2 2 3 11
385 1 2 1 1.333333 7 153.00089 0 0 0 0 2 2 3 3
386 3 1 1 4 0 0 0 0 0 0 2 2 5 3
387 2 2 2 0 0 0 0 0 0 0 2 3 3 6
388 3 1 1 1.333333 1.333333 98.077494 0 98.077494 0 0 2 2 8 7
389 1 1 2 0 15 153.00089 0 0 0 0 1 2 1 3
390 1 1 1 1.333333 6 706.157954 0 353.078977 353.078977 0 2 1 1 4
391 4 1 2 0 0 0 0 0 0 0 1 2 1 11
392 2 1 1 8 12.666667 865.51883 257.856649 257.856649 307.828868 0 1 3 8 3
393 2 1 2 0 10 235.385985 0 0 0 0 1 2 4 4
394 2 1 1 7 6.333333 479.733301 0 299.833313 179.899988 0 2 3 4 3
395 4 2 1 5 0 0 0 0 0 0 1 2 4 2
396 2 1 2 0 9 664.965406 0 270.693882 394.271524 0 2 2 3 11
397 3 1 1 2.666667 5 599.666626 0 239.86665 359.799976 0 1 2 5 9
398 2 1 1 6 6 719.599951 0 299.833313 419.766638 0 2 3 5 7
399 2 2 2 0 3 359.799976 0 359.799976 0 0 1 1 4 9
400 3 1 2 0 0 0 0 0 0 0 1 2 1 9
401 3 2 2 0 0 0 0 0 0 0 1 3 3 9
402 2 1 2 0 12 612.00356 0 329.540378 282.463181 0 2 2 3 3
403 4 1 1 4 10 411.925473 0 235.385985 176.539488 0 2 3 5 11
404 3 1 1 13 4.666667 141.231591 0 58.846496 0 0 2 2 3 2
405 3 1 1 5 0 0 0 0 0 0 1 2 2 9
406 3 1 1 1.666667 0 0 0 0 0 0 1 2 1 2
407 1 1 2 0 0 0 0 0 0 0 1 2 6 2
408 3 1 1 1.333333 12 941.543938 235.385985 353.078977 353.078977 0 2 1 8 7
409 2 1 1 4.666667 2 353.078977 0 0 353.078977 0 2 2 7 11
410 2 1 1 8 8 431.759971 0 215.879985 215.879985 0 2 1 2 3
411 3 1 2 0 10 701.609953 101.943326 299.833313 299.833313 0 2 2 2 5
412 1 1 2 0 10 1727.94751 0 235.385985 706.157954 117.692992 2 2 6 8
413 3 1 1 2 11 679.622176 79.95555 299.833313 299.833313 0 1 2 3 6
414 1 1 1 4 23 2168.794298 345.407977 199.888875 851.526609 0 2 2 8 7
415 3 1 1 5.333333 4 333.463478 78.461995 98.077494 117.692992 0 1 2 4 2
416 2 1 2 0 3.333333 54.531086 0 0 0 0 1 2 6 7
417 4 1 1 3 0 0 0 0 0 0 2 1 1 1
418 3 1 1 10 0 0 0 0 0 0 2 1 3 6
419 3 1 1 1.666667 5 117.692992 0 0 0 0 1 1 2 3
420 1 1 1 0.666667 0 0 0 0 0 0 1 2 4 2
421 3 1 2 0 17.666667 1039.422152 479.733301 139.922213 0 0 2 3 3 1
422 3 1 2 0 5 263.853315 0 0 263.853315 0 2 2 4 11
423 2 1 1 2 4 239.86665 0 0 239.86665 0 2 2 4 4
424 3 1 1 9 8 683.619954 0 323.819978 359.799976 0 2 2 5 1
425 3 2 1 2.666667 1.333333 6.27696 0 0 0 0 2 3 3 6
426 3 1 1 7.333333 10 539.699963 0 239.86665 299.833313 0 1 3 5 6
427 4 1 1 4 0 0 0 0 0 0 1 2 2 9
428 2 2 2 0 0.666667 78.461995 0 0 0 0 1 2 6 3
429 2 1 2 0 1 12.553919 0 0 0 0 1 2 5 2
430 3 1 2 0 0 0 0 0 0 0 2 3 1 6
431 3 1 1 1.333333 12 577.27541 0 0 0 0 2 1 2 4
432 3 1 2 0 15 599.666626 0 0 0 0 2 2 2 2
433 2 1 2 0 9 706.157954 0 353.078977 353.078977 0 1 3 7 9
434 4 1 1 2.666667 0.666667 196.154987 78.461995 0 117.692992 0 1 2 2 3
435 2 1 1 19 0 0 0 0 0 0 2 2 8 11
436 1 1 2 0 0 0 0 0 0 0 1 2 6 1
437 4 2 1 2 0 0 0 0 0 0 1 2 4 2
438 1 2 1 4 5 239.86665 0 239.86665 0 0 1 3 4 4
439 2 1 2 0 15 707.606619 0 347.806643 359.799976 0 1 3 2 1
440 2 1 1 6 0 0 0 0 0 0 2 2 4 7
441 2 2 1 4 0 0 0 0 0 0 2 3 1 6
442 1 1 2 0 2.666667 223.87554 0 0 223.87554 0 1 2 7 3
443 3 1 1 2.333333 3 1176.929923 0 0 1176.929923 0 1 1 8 7
444 3 1 1 0.666667 12 1203.33103 199.888875 459.744413 319.822201 0 2 2 5 5
445 3 2 2 0 0 0 0 0 0 0 1 3 5 9
446 3 1 1 5.333333 9 491.726633 0 203.886653 287.839981 0 2 2 3 11
447 4 1 1 11 0 0 0 0 0 0 1 1 8 9
448 2 1 1 4.333333 7.333333 647.311458 411.925473 235.385985 0 0 1 2 8 6
449 2 1 2 0 0 0 0 0 0 0 2 2 2 9
450 4 1 2 0 20 258.924583 211.847386 47.077197 0 0 1 2 8 11
451 3 2 2 0 6 299.833313 0 299.833313 0 0 1 2 3 2
452 2 2 1 1 6 392.309974 0 0 0 0 2 3 6 4
453 1 1 2 0 24.666667 1981.16537 510.002967 411.925473 706.157954 0 1 2 8 7
454 2 1 2 0 0 0 0 0 0 0 1 2 8 6
455 4 2 2 0 0.666667 78.461995 0 0 0 0 1 4 3 9
456 1 1 2 0 2 599.666626 0 0 0 0 2 2 4 4
457 4 1 1 0.666667 10 1059.236931 0 470.771969 588.464961 0 1 5 8 7
458 2 1 2 0 20 1235.776419 247.155284 353.078977 353.078977 0 1 2 5 2
459 2 1 1 10 0 0 0 0 0 0 1 2 6 2
460 2 1 2 0 9 539.699963 0 299.833313 239.86665 0 2 2 2 5
461 1 1 2 0 12 599.666626 119.933325 239.86665 239.86665 0 2 1 5 1
462 3 1 1 5 3 706.157954 0 353.078977 353.078977 0 2 2 4 6
463 2 1 2 0 0 0 0 0 0 0 2 2 5 5
464 1 1 1 2.666667 0 0 0 0 0 0 2 2 8 4
465 4 1 1 1.333333 7 117.692992 0 0 0 0 1 3 6 1
466 4 1 1 4 0 0 0 0 0 0 1 3 5 6
467 2 1 1 6 5 706.157954 0 353.078977 353.078977 0 2 2 7 5
468 2 1 2 0 8 294.232481 0 0 294.232481 0 2 2 4 11
469 2 1 1 1.666667 15 755.579949 0 0 419.766638 0 2 3 4 2
470 3 1 2 0 0 0 0 0 0 0 2 2 4 5
471 2 1 1 10 3 353.078977 0 0 353.078977 0 2 2 3 6
472 3 1 2 0 10 1211.326585 299.833313 0 479.733301 0 1 3 4 9
473 3 1 1 6.666667 4 294.232481 0 0 0 0 2 2 5 6
474 1 1 1 2.666667 1 459.00267 0 0 0 0 1 1 5 4
475 4 1 1 20 10 431.540972 0 0 0 0 1 3 4 2
476 3 1 1 1.333333 0 0 0 0 0 0 2 2 3 3
477 4 1 1 3.333333 0 0 0 0 0 0 2 2 8 11
478 1 1 2 0 7 1199.333252 0 599.666626 599.666626 0 1 2 8 9
479 3 2 1 1.666667 14 435.464071 0 235.385985 200.078087 0 2 2 2 11
480 2 1 1 10 12 2002.38613 411.925473 706.157954 706.157954 0 1 1 8 1
481 2 1 2 0 6 323.819978 0 323.819978 0 0 2 2 4 6
482 3 1 1 1.666667 16 839.533277 119.933325 239.86665 479.733301 0 1 2 5 7
483 1 1 2 0 1 439.755526 99.944438 119.933325 219.877763 0 2 3 5 11
484 3 1 1 2 7.333333 599.666626 0 359.799976 239.86665 0 2 3 3 6
485 2 1 2 0 0 0 0 0 0 0 2 4 3 2
486 2 1 2 0 10 335.425028 0 52.961847 282.463181 0 2 2 2 3
487 3 1 2 0 0 0 0 0 0 0 2 2 5 10
488 3 1 2 0 0 0 0 0 0 0 1 4 2 1
489 2 1 1 4.333333 5 863.519942 0 0 359.799976 0 2 2 3 4
490 4 1 1 5 5 599.666626 0 0 599.666626 0 2 2 5 6
491 1 2 2 0 0 0 0 0 0 0 1 3 3 9
492 2 1 1 3.333333 4.666667 427.617872 357.002077 70.615795 0 0 2 2 3 11
493 4 1 1 8 0 0 0 0 0 0 1 3 5 3
494 2 1 2 0 24 47.97333 11.993333 11.993333 11.993333 0 1 2 6 9
495 3 1 2 0 4 411.925473 0 0 0 0 2 2 4 4
496 1 1 2 0 0 0 0 0 0 0 2 1 3 4
497 3 1 1 2.333333 2 270.693882 0 0 270.693882 0 2 2 4 1
498 4 1 1 1.666667 4 156.92399 0 0 156.92399 0 1 3 4 6
499 3 1 1 10 5 479.733301 0 0 479.733301 0 2 1 3 1
500 4 1 1 11.333333 0 0 0 0 0 0 1 1 1 3
501 2 1 1 12.333333 6.666667 959.466602 199.888875 0 519.711076 0 2 2 6 11
502 3 1 2 0 32 235.385985 0 0 0 0 2 2 2 2
503 3 1 1 5.333333 0 0 0 0 0 0 2 2 4 4
504 1 1 2 0 9 600.234261 200.078087 200.078087 200.078087 0 2 2 4 11
505 1 1 1 5 0 0 0 0 0 0 2 2 3 5
506 3 1 2 0 9 588.464961 235.385985 353.078977 0 0 2 3 2 6
507 4 1 1 5 3 359.799976 0 0 359.799976 0 1 2 5 6
508 4 1 1 8.666667 0 0 0 0 0 0 2 2 1 4
509 2 1 2 0 0 0 0 0 0 0 1 2 8 3
510 4 2 1 4 5 575.679961 191.89332 191.89332 191.89332 0 1 3 5 2
511 3 1 1 3.666667 1 283.886521 79.95555 119.933325 79.95555 0 1 2 8 4
512 3 1 2 0 0 0 0 0 0 0 1 2 4 2
513 2 1 1 3 0 0 0 0 0 0 2 2 3 5
514 2 1 1 10 0 0 0 0 0 0 1 2 2 5
515 2 2 1 8 8 239.86665 0 0 239.86665 0 1 2 5 9
516 2 1 1 3 6.666667 939.477714 239.86665 0 459.744413 0 1 2 1 3
517 4 1 2 0 0 0 0 0 0 0 1 2 1 3
518 3 1 2 0 13 791.559946 0 299.833313 419.766638 0 2 1 5 11
519 2 1 1 5 10.666667 1015.435487 319.822201 299.833313 395.779973 0 1 2 4 1
520 1 1 2 0 6.333333 1059.236931 353.078977 0 706.157954 0 1 2 8 6
521 3 2 2 0 0 0 0 0 0 0 2 2 2 9
522 1 1 2 0 18 1343.253242 287.839981 455.746636 599.666626 0 1 2 8 9
523 2 1 1 9.333333 6 765.00445 0 235.385985 411.925473 0 1 2 4 9
524 4 1 2 0 0 0 0 0 0 0 2 2 3 3
525 1 1 2 0 0.666667 145.15469 0 27.461698 117.692992 0 2 2 4 1
526 2 1 1 10 9 419.766638 0 119.933325 299.833313 0 1 1 3 11
527 2 1 2 0 0 0 0 0 0 0 2 1 2 11
528 1 1 2 0 0 0 0 0 0 0 1 2 6 11
529 2 2 2 0 3 239.86665 0 0 0 0 2 2 1 9
530 2 1 1 8 21 899.499939 299.833313 239.86665 359.799976 0 1 2 8 6
531 4 1 2 0 0 0 0 0 0 0 1 2 2 11
532 4 1 1 3.666667 6.666667 816.004747 0 235.385985 400.156174 0 1 2 7 11
533 1 1 2 0 0 0 0 0 0 0 1 1 4 3
534 4 1 2 0 0 0 0 0 0 0 2 2 4 11
535 3 1 2 0 11 843.466445 0 411.925473 431.540972 0 1 2 2 9
536 1 1 2 0 20 1941.934373 353.078977 588.464961 941.543938 0 1 2 8 6
537 1 1 2 0 22 3070.293126 419.766638 839.533277 839.533277 0 2 2 8 1
538 4 1 2 0 14 731.593284 0 311.826646 419.766638 0 2 3 4 11
539 4 1 1 6 2 235.385985 0 0 235.385985 0 2 3 5 1
540 4 1 1 11.333333 0 0 0 0 0 0 1 2 1 4
541 1 1 2 0 28 1597.107537 239.86665 455.746636 719.599951 0 1 2 6 6
542 3 1 1 10.666667 9 859.522164 159.9111 119.933325 419.766638 0 1 2 2 9
543 1 1 2 0 6 1085.396593 539.699963 545.69663 0 0 2 1 6 5
544 2 1 1 5.666667 13 1199.333252 0 419.766638 479.733301 0 1 2 3 9
545 2 1 1 5.333333 5 353.078977 0 353.078977 0 0 1 2 3 5
546 1 1 1 3.333333 0 0 0 0 0 0 1 2 2 3
547 2 2 1 4 0 0 0 0 0 0 2 2 3 4
548 4 1 1 5.666667 0 0 0 0 0 0 2 2 5 1
549 3 1 1 8 4 353.078977 0 0 353.078977 0 1 3 2 3
550 1 2 2 0 0 0 0 0 0 0 1 2 2 9
551 2 1 2 0 6 611.659959 0 251.859983 359.799976 0 2 1 3 11
552 2 1 2 0 0 0 0 0 0 0 2 3 1 8
553 4 1 2 0 10 239.86665 0 0 239.86665 0 1 3 5 4
554 3 1 1 3.333333 2 94.154394 0 0 0 0 2 2 2 6
555 3 1 1 5 10 599.666626 0 299.833313 299.833313 0 1 3 2 9
556 1 2 1 4 7.333333 599.666626 0 299.833313 299.833313 0 2 3 5 2
557 3 1 2 0 6 235.385985 0 235.385985 0 0 1 3 4 2
558 3 1 2 0 6 359.799976 0 0 0 0 2 2 2 4
559 3 1 1 17 0 0 0 0 0 0 1 2 4 9
560 2 1 1 3 4 611.659959 0 0 611.659959 0 2 4 8 7
561 3 1 1 10 0 0 0 0 0 0 2 3 1 8
562 2 1 1 8.666667 8 1495.168788 335.813311 359.799976 799.555501 0 2 3 5 11
563 3 1 1 6 9 768.92755 294.232481 0 474.695069 0 2 3 3 5
564 2 1 2 0 0 0 0 0 0 0 2 1 2 5
565 3 1 2 0 19 899.499939 0 299.833313 0 0 1 2 5 4
566 4 2 1 0.333333 0 0 0 0 0 0 1 2 5 10
567 3 1 2 0 0 0 0 0 0 0 1 1 8 4
568 4 1 1 6 6.333333 539.699963 0 0 419.766638 0 2 2 6 11
569 4 1 2 0 0 0 0 0 0 0 1 2 5 2
570 3 1 1 3.666667 4 287.839981 0 287.839981 0 0 2 3 5 11
571 3 1 2 0 0 0 0 0 0 0 2 4 4 1
572 3 2 2 0 0 0 0 0 0 0 2 2 6 3
573 4 1 1 3.666667 6.333333 719.599951 0 419.766638 299.833313 0 2 2 4 1
574 2 2 1 7 0 0 0 0 0 0 1 3 2 9
575 3 1 2 0 32 1530.543987 411.925473 470.771969 0 0 2 1 8 4
576 2 1 1 4.333333 0 0 0 0 0 0 2 2 8 3
577 3 1 1 13.333333 0 118.763166 0 0 0 0 1 2 8 8
578 3 1 2 0 0 17.814475 0 0 0 0 1 2 6 4
579 4 1 2 0 0 0 0 0 0 0 1 3 5 11
580 4 1 1 7 0 0 0 0 0 0 2 3 2 7
581 2 1 2 0 7.333333 686.542455 0 0 588.464961 0 2 2 4 9
582 3 1 2 0 4 564.926363 270.693882 294.232481 0 0 2 3 8 1
583 3 1 2 0 0 0 0 0 0 0 2 2 1 11
584 2 1 1 1 8 935.479937 0 0 359.799976 0 2 2 5 11
585 4 1 2 0 1 258.924583 0 0 0 0 2 3 4 4
586 3 1 2 0 13 911.493272 0 551.693296 0 0 2 1 6 4
587 2 1 2 0 13.333333 941.543938 235.385985 353.078977 353.078977 0 1 2 8 6
588 3 1 1 7 8 627.651069 0 319.822201 307.828868 0 1 2 7 6
589 2 2 1 3 0 0 0 0 0 0 1 2 5 3
590 3 1 1 4 4 319.822201 0 159.9111 159.9111 0 2 2 5 11
591 4 1 1 15 0 0 0 0 0 0 2 1 1 4
592 2 2 1 2.333333 0 0 0 0 0 0 2 2 6 3
593 3 1 1 4.333333 21 1391.226573 335.813311 335.813311 335.813311 0 1 2 3 1
594 3 1 2 0 12 1559.133228 0 779.566614 779.566614 0 2 2 6 4
595 2 1 2 0 4.333333 647.311458 0 294.232481 353.078977 0 2 2 3 11
596 2 1 2 0 9 659.633289 0 359.799976 299.833313 0 1 3 4 3
597 3 1 1 5 0 0 0 0 0 0 1 2 2 3
598 3 1 2 0 0 0 0 0 0 0 1 1 8 9
599 3 1 2 0 9.333333 1090.621729 353.078977 329.540378 353.078977 0 1 2 8 6
600 1 1 2 0 6 287.839981 0 143.91999 143.91999 0 2 3 2 4
601 2 1 2 0 0 0 0 0 0 0 2 2 4 4
602 3 1 1 2.333333 3 682.619355 0 329.540378 353.078977 0 1 2 8 10
603 3 1 2 0 0 0 0 0 0 0 1 2 4 2
604 4 2 1 1.333333 0 0 0 0 0 0 1 3 2 3
605 3 1 1 5.333333 7 479.733301 0 239.86665 239.86665 0 2 2 4 5
606 3 1 2 0 4 1176.929923 0 0 0 0 1 1 2 4
607 3 1 2 0 2 470.771969 0 0 0 0 1 2 8 4
608 4 1 2 0 10 129.462292 0 0 0 0 2 2 3 11
609 4 1 2 0 5.333333 353.078977 156.92399 156.92399 39.230997 0 1 2 6 11
610 3 2 2 0 0 0 0 0 0 0 1 2 5 3
611 3 1 2 0 7 164.770189 0 0 0 0 2 2 3 2
612 2 1 2 0 8 588.464961 0 0 411.925473 0 1 2 3 2
613 4 2 2 0 19.333333 843.466445 0 0 0 0 2 3 2 4
614 2 2 1 4.666667 0 0 0 0 0 0 2 1 3 11
615 1 1 1 1 0 0 0 0 0 0 1 2 6 9
616 3 1 2 0 2.666667 95.94666 0 0 0 0 1 2 4 8
617 1 1 2 0 14 1176.929923 0 235.385985 470.771969 0 1 2 5 9
618 3 1 2 0 2 87.951105 0 0 0 0 2 1 2 6
619 3 1 2 0 2.666667 945.111185 274.616982 274.616982 0 0 1 2 6 6
620 3 1 1 3.333333 0 0 0 0 0 0 2 2 4 11
621 2 2 2 0 0.333333 19.615499 0 0 0 0 2 2 1 11
622 4 1 1 4.333333 2 47.97333 0 0 47.97333 0 2 3 5 9
623 3 1 1 6 8 1118.083427 294.232481 353.078977 470.771969 0 2 2 7 5
624 3 1 1 2 0 0 0 0 0 0 1 1 8 3
625 2 1 1 4.666667 13 1141.622025 411.925473 317.771079 411.925473 0 1 2 4 2
626 2 1 1 6 10 563.686629 0 275.846648 287.839981 0 2 3 4 11
627 1 1 1 1.333333 0 0 0 0 0 0 2 2 2 1
628 4 1 2 0 4 470.771969 0 0 470.771969 0 2 2 5 2
629 3 1 1 1 11.666667 759.577726 0 399.777751 359.799976 0 2 2 8 1
630 4 1 2 0 10 660.257687 329.540378 0 330.717308 0 1 3 4 9
631 1 2 2 0 0 0 0 0 0 0 1 2 2 8
632 1 1 2 0 2.666667 399.777751 0 0 0 0 2 2 8 2
633 2 1 2 0 0 0 0 0 0 0 1 2 2 2
634 1 1 2 0 0 0 0 0 0 0 2 2 3 6
635 3 1 2 0 5 59.966663 0 0 0 0 1 2 5 2
636 3 1 2 0 17.666667 1430.754476 0 316.594149 0 0 2 1 6 4
637 1 1 2 0 3 588.464961 0 588.464961 0 0 1 2 8 2
638 4 1 2 0 0 0 0 0 0 0 1 3 6 9
639 3 1 1 10 0 0 0 0 0 0 1 3 3 3
640 1 1 1 1.333333 5 2110.826524 359.799976 539.699963 0 0 1 2 5 4
641 3 2 2 0 11.333333 588.464961 0 353.078977 235.385985 0 1 1 8 3
642 4 2 1 12 0 0 0 0 0 0 1 2 3 9
643 2 1 1 4.666667 6 647.311458 0 294.232481 353.078977 0 1 2 6 2
644 3 1 1 10 0 0 0 0 0 0 1 2 3 6
645 4 2 2 0 0 0 0 0 0 0 1 1 2 3
646 4 1 2 0 0 0 0 0 0 0 1 1 4 11
647 4 1 1 2.333333 8 706.157954 0 0 470.771969 0 1 2 4 7
648 2 1 2 0 1 119.933325 0 0 0 0 2 3 3 9
649 3 1 1 7 0 0 0 0 0 0 2 3 1 11
650 3 1 2 0 0 0 0 0 0 0 2 1 7 4
651 4 1 2 0 3 588.464961 0 0 0 0 2 3 8 4
652 3 1 1 7.333333 5 275.846648 0 0 275.846648 0 1 2 4 2
653 1 1 2 0 0 0 0 0 0 0 2 2 8 4
654 1 1 1 5.333333 18 1294.622915 0 353.078977 588.464961 0 1 2 5 7
655 2 2 2 0 0 0 0 0 0 0 1 2 3 3
656 4 1 2 0 20 1020.005933 0 0 0 0 2 3 2 4
657 4 2 2 0 0 0 0 0 0 0 1 2 5 8
658 2 1 2 0 0 0 0 0 0 0 1 2 8 3
659 2 1 1 8 18 1039.621432 294.232481 235.385985 510.002967 0 2 2 4 9
660 2 1 1 2.333333 5.666667 1110.237227 325.617279 431.540972 353.078977 0 2 2 8 11
661 3 1 1 9.333333 7 719.599951 0 419.766638 299.833313 0 1 2 4 9
662 4 1 2 0 9 599.666626 0 311.826646 0 0 2 2 5 2
663 3 1 2 0 0 0 0 0 0 0 1 3 8 4
664 3 1 1 6.333333 3 829.735596 0 417.810123 411.925473 0 2 3 6 6
665 2 1 2 0 5 808.158547 0 537.464665 270.693882 0 2 2 2 5
666 3 1 1 4.666667 7 595.668849 91.948883 0 503.719966 0 2 2 2 10
667 3 1 1 2 5 529.618465 0 235.385985 294.232481 0 1 1 2 9
668 2 1 2 0 4 329.540378 0 0 0 0 2 2 8 2
669 4 1 1 5 0 0 0 0 0 0 2 2 4 5
670 2 2 2 0 0 0 0 0 0 0 1 1 4 2
671 3 1 1 5 20 1059.236931 529.618465 294.232481 235.385985 0 2 2 5 4
672 4 1 2 0 0 0 0 0 0 0 1 2 2 2
673 2 1 1 4.666667 20 2157.704859 0 0 1059.236931 0 2 2 8 7
674 4 2 1 0.666667 0 0 0 0 0 0 2 2 4 5
675 2 1 1 6.666667 5.666667 683.619954 0 299.833313 299.833313 0 2 2 6 2
676 2 2 2 0 1 117.692992 0 0 0 0 1 1 3 4
677 4 1 1 8.333333 0 0 0 0 0 0 1 3 8 11
678 3 1 1 2.666667 0 0 0 0 0 0 2 3 4 11
679 2 1 2 0 0 0 0 0 0 0 2 3 4 11
680 3 1 2 0 12 706.157954 0 353.078977 353.078977 0 1 2 5 1
681 2 1 2 0 0 0 0 0 0 0 1 2 2 11
682 3 1 1 3.666667 7 527.706631 0 167.906655 359.799976 0 2 2 2 3
683 2 2 1 3.333333 0 0 0 0 0 0 1 2 5 1
684 2 1 2 0 17.333333 719.599951 359.799976 359.799976 0 0 2 2 4 11
685 2 1 2 0 0 0 0 0 0 0 2 3 3 3
686 2 1 1 8 0 0 0 0 0 0 2 2 6 6
687 4 2 2 0 24 4139.048591 0 0 0 0 2 2 8 2
688 4 1 1 3 0 0 0 0 0 0 1 2 3 3
689 3 1 1 2 5 635.646624 299.833313 0 335.813311 0 1 3 6 6
690 2 1 1 8 5.333333 763.575504 223.87554 119.933325 359.799976 0 2 2 4 6
691 3 1 1 5.333333 10 527.706631 0 263.853315 263.853315 0 1 2 4 8
692 2 1 2 0 0 0 0 0 0 0 1 1 5 3
693 4 1 2 0 0 0 0 0 0 0 1 3 1 11
694 2 1 1 5.333333 0 0 0 0 0 0 1 2 5 5
695 2 1 2 0 27.333333 1888.972526 0 0 0 0 2 2 3 4
696 1 2 2 0 0 0 0 0 0 0 1 1 4 4
697 2 1 1 5.666667 3 419.766638 0 419.766638 0 0 1 1 3 9
698 3 1 2 0 7 1139.36659 359.799976 359.799976 419.766638 0 2 2 4 3
699 3 2 2 0 0 0 0 0 0 0 1 3 3 9
700 1 1 2 0 15 1215.324362 99.944438 419.766638 383.786641 0 1 2 3 9
701 1 1 2 0 27.333333 1667.317391 411.925473 215.770486 0 0 2 2 8 4
702 3 1 2 0 8.666667 659.633289 239.86665 0 419.766638 0 2 2 5 5
703 1 1 2 0 9.333333 651.637734 227.873318 231.871095 191.89332 0 2 1 2 4
704 4 2 1 7.333333 0 0 0 0 0 0 1 3 3 2
705 4 1 1 1.666667 1.666667 43.154097 0 0 0 43.154097 2 3 1 1
706 3 1 2 0 21.333333 576.695662 0 0 0 0 2 2 4 4
707 3 2 1 3 0 0 0 0 0 0 2 4 3 4
708 3 1 2 0 9 1139.36659 0 299.833313 839.533277 0 2 2 6 1
709 2 1 1 4.333333 4 235.385985 0 0 235.385985 0 1 2 5 11
710 4 1 1 5 2.666667 159.9111 159.9111 0 0 0 2 2 8 4
711 3 1 2 0 18 419.766638 119.933325 119.933325 179.899988 0 1 2 3 4
712 3 1 2 0 12 383.786641 119.933325 119.933325 119.933325 0 1 2 1 9
713 3 1 1 7 2.666667 239.86665 0 239.86665 0 0 1 1 2 9
714 1 1 2 0 10 1000.390434 235.385985 353.078977 411.925473 0 1 2 4 2
715 3 2 1 2.666667 0 0 0 0 0 0 1 2 5 9
716 2 1 2 0 10 235.385985 0 117.692992 117.692992 0 2 2 5 5
717 3 1 2 0 10 816.789366 0 211.847386 263.632303 0 2 2 2 3
718 3 1 2 0 0 0 0 0 0 0 2 4 1 11
719 3 1 2 0 0 0 0 0 0 0 1 3 2 5
720 2 1 1 7 3 1575.124338 0 839.533277 335.813311 0 2 2 8 11
721 1 1 2 0 16.666667 843.531054 0 223.87554 0 0 2 3 3 4
722 2 1 2 0 2.666667 479.733301 0 0 479.733301 0 1 2 8 11
723 2 2 2 0 0 0 0 0 0 0 1 3 3 4
724 2 1 1 9 0 0 0 0 0 0 1 2 8 2
725 3 1 1 5 0 0 0 0 0 0 2 2 3 2
726 1 1 2 0 0 0 0 0 0 0 2 1 8 5
727 3 1 1 0.333333 8 510.002967 0 0 0 0 2 3 3 9
728 1 1 2 0 7 1439.199903 239.86665 239.86665 0 0 2 2 5 4
729 2 1 1 7.666667 25 839.533277 0 239.86665 0 0 2 2 4 4
730 3 1 1 4 0 0 0 0 0 0 2 2 2 3
731 3 2 1 6 0 0 0 0 0 0 1 2 4 3
732 1 1 2 0 14 1679.066553 479.733301 479.733301 359.799976 0 2 2 6 11
733 2 1 2 0 0 0 0 0 0 0 1 2 3 9
734 4 1 1 1 0 0 0 0 0 0 2 4 8 3
735 4 2 1 2.333333 6 759.577726 159.9111 239.86665 159.9111 0 1 2 4 10
736 3 1 2 0 12 659.633289 0 299.833313 359.799976 0 1 2 4 9
737 2 1 2 0 0 0 0 0 0 0 1 2 3 3
738 1 1 1 5.333333 12 1439.199903 0 479.733301 0 0 2 2 8 4
739 2 1 1 10 0 0 0 0 0 0 1 2 5 9
740 3 1 1 2 24 1471.162404 294.232481 353.078977 470.771969 0 2 2 8 11
741 3 1 2 0 0 0 0 0 0 0 2 4 3 11
742 1 1 2 0 15 980.774936 0 627.695959 0 0 1 2 4 6
743 4 1 1 12 3 275.846648 0 0 275.846648 0 1 2 2 5
744 3 1 2 0 4 299.833313 0 299.833313 0 0 1 3 8 5
745 4 1 1 2 0 0 0 0 0 0 1 3 2 7
746 3 1 1 5 0 0 0 0 0 0 2 2 4 1
747 4 1 1 7 0 0 0 0 0 0 1 1 7 11
748 2 1 1 7 9 819.544389 79.95555 299.833313 359.799976 0 1 1 3 6
749 2 1 1 13 2 335.813311 0 0 335.813311 0 1 2 5 3
750 3 2 1 4.333333 0 0 0 0 0 0 2 4 2 11
751 2 1 1 12 28 612.00356 0 0 0 0 2 2 5 4
752 1 2 1 6 3 235.385985 0 0 0 0 1 2 5 9
753 3 1 2 0 3.333333 141.231591 0 0 0 0 2 2 3 3
754 3 1 1 1.666667 0 0 0 0 0 0 1 2 1 6
755 4 2 1 0.333333 0 0 0 0 0 0 1 2 5 8
756 3 2 2 0 3 153.00089 0 0 0 0 2 3 5 3
757 2 2 1 12 0 0 0 0 0 0 1 2 5 1
758 1 1 2 0 11.666667 2079.242864 117.692992 0 0 0 1 2 5 4
759 3 1 1 2 3 411.925473 0 0 411.925473 0 1 3 4 9
